id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14
8437,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,A,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,I,A,A,E,G,E,G,I,F,BI,BP,A,AM,BM,A,N,HG,0.629339,0.488789,0.54977,0.554673,0.831634,0.676476,0.57509,0.71817,0.64873,0.74396,0.569745,0.55738,0.689974,0.832543
8444,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,B,H,C,D,D,E,C,A,P,F,D,B,A,E,F,H,F,B,BI,EB,A,AS,AX,A,K,DP,0.484469,0.620805,0.54977,0.452887,0.499798,0.332963,0.377235,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.709338
8447,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,D,D,B,A,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,H,G,A,A,F,F,H,F,B,BI,EG,A,AP,K,A,K,HA,0.493164,0.15999,0.26357,0.821574,0.811271,0.317225,0.2856,0.39455,0.39648,0.32935,0.341813,0.352251,0.30435,0.35536
8455,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,D,E,J,H,B,BI,EG,A,E,BM,E,L,CK,0.330514,0.737068,0.61366,0.473202,0.908217,0.240069,0.283691,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.820876
8458,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,A,A,P,F,D,B,A,F,F,F,F,D,BI,EB,A,AN,F,A,K,HA,0.540916,0.422197,0.777587,0.432728,0.388783,0.574187,0.819618,0.39455,0.5021,0.42828,0.661688,0.648446,0.327393,0.285489
8459,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,F,G,H,F,B,BI,CG,C,O,BM,A,J,GS,0.465671,0.15999,0.54977,0.383428,0.696981,0.303881,0.353778,0.36083,0.36091,0.36458,0.430255,0.481306,0.268941,0.500443
8460,A,B,A,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,A,D,T,J,G,A,B,I,E,F,K,K,BI,EB,A,AL,Y,A,Q,KW,0.703859,0.358319,0.201309,0.614134,0.534484,0.855939,0.654022,0.64577,0.64296,0.79504,0.550529,0.590961,0.876533,0.70146
8461,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,B,H,C,D,C,E,D,A,K,F,A,A,A,C,E,K,K,A,BI,CN,A,AN,AV,E,L,CB,0.06752,0.681761,0.65431,0.176921,0.281143,0.204165,0.343022,0.23688,0.22234,0.19782,0.187481,0.190178,0.268941,0.270693
8478,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,C,A,B,D,B,D,A,A,B,H,C,D,C,E,A,C,T,F,A,A,B,G,F,G,I,G,BI,CO,A,J,Y,A,O,HV,0.784974,0.785784,0.777587,0.849584,0.281143,0.760445,0.429073,0.89618,0.7628,0.81255,0.802827,0.790803,0.830147,0.39281
8485,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,L,C,A,A,E,E,H,F,B,BQ,BS,A,AS,BM,A,K,DJ,0.475784,0.245921,0.440642,0.534409,0.78323,0.335056,0.362969,0.36083,0.39849,0.39599,0.291268,0.286079,0.339244,0.39875
8486,A,B,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,L,L,A,A,I,E,F,K,K,BU,BC,A,AN,S,A,R,LB,0.538034,0.245921,0.187583,0.789639,0.585792,0.748243,0.549955,0.66201,0.58325,0.42828,0.569745,0.594646,0.770888,0.283317
8488,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,B,A,A,A,D,D,D,E,E,A,P,G,A,A,A,D,E,I,G,B,BI,CO,E,J,AS,A,L,CR,0.356663,0.737068,0.634224,0.373816,0.491114,0.27254,0.295775,0.5006,0.33611,0.3148,0.257148,0.26476,0.339244,0.384595
8492,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,N,A,A,A,F,F,E,F,B,BI,CL,E,F,I,C,K,GS,0.587928,0.737068,0.819748,0.642745,0.568839,0.641886,0.650328,0.46477,0.4937,0.52775,0.651133,0.648446,0.36974,0.746182
8500,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,F,C,A,D,G,F,G,J,K,BI,EB,A,J,Y,A,M,HK,0.425579,0.620805,0.673861,0.809278,0.525831,0.608558,0.493861,0.92002,0.4832,0.67065,0.695685,0.682413,0.633362,0.387547
8501,A,B,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,B,B,A,C,B,D,B,A,A,B,A,A,D,D,C,E,A,D,T,B,I,A,A,K,F,F,K,K,BI,EG,A,E,L,A,O,LM,0.61434,0.199504,0.230975,0.705434,0.281143,0.829824,0.69757,0.82598,0.58325,0.80218,0.757468,0.74464,0.818567,0.823082
8509,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,F,G,H,F,B,BI,BT,C,AF,X,F,J,GC,0.496063,0.785784,0.745801,0.83324,0.836443,0.379574,0.379324,0.68308,0.40455,0.47779,0.6075,0.594646,0.307181,0.216509
8511,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,B,H,C,D,D,E,E,A,P,F,C,A,A,D,E,J,H,B,AB,CO,E,AF,AS,A,L,CR,0.31405,0.620805,0.634224,0.373816,0.491114,0.252511,0.279001,0.5006,0.33611,0.3148,0.257148,0.26476,0.333292,0.215707
8514,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,G,A,P,G,D,A,A,I,F,F,D,B,BI,EB,C,N,AU,A,H,KC,0.772995,0.299102,0.150744,0.844287,0.585792,0.574187,0.462837,0.32843,0.55648,0.77634,0.531161,0.519456,0.307181,0.604148
8528,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,L,G,A,A,K,G,G,I,G,BI,CS,C,AS,AD,A,N,LM,0.702649,0.488789,0.26357,0.696873,0.281143,0.645123,0.355585,0.73247,0.64296,0.7877,0.784967,0.772574,0.751507,0.740029
8531,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,H,D,D,E,E,E,A,S,F,D,A,B,E,H,H,H,I,BI,CL,A,AE,BJ,A,L,EI,0.270907,0.737068,0.944251,0.29243,0.90528,0.349617,0.497685,0.49462,0.32128,0.28677,0.695685,0.682413,0.345247,0.190737
8539,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,D,B,D,B,B,B,A,C,B,C,B,A,A,A,A,A,D,B,E,E,G,E,R,K,A,C,A,G,E,H,J,F,AB,EB,A,C,N,O,M,HG,0.477231,0.488789,0.246911,0.463029,0.281143,0.557431,0.402942,0.34445,0.52728,0.79139,0.377724,0.369858,0.687115,0.771877
8542,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,C,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,I,A,A,A,G,H,G,F,B,BI,V,A,AH,BM,J,K,HK,0.590735,0.422197,0.745801,0.564742,0.895958,0.437758,0.514954,0.54236,0.479,0.51111,0.742852,0.729856,0.3574,0.23961
8559,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,B,B,B,D,B,B,C,B,D,B,A,B,A,A,A,D,D,C,E,A,D,T,H,A,A,E,H,D,F,L,E,BI,BT,A,AP,AM,A,Q,IE,0.500412,0.488789,0.230975,0.236924,0.288217,0.843479,0.777337,0.28768,0.53356,0.65072,0.515596,0.504198,0.816578,0.357778
8560,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,C,D,C,E,D,A,N,F,A,C,A,C,E,K,J,I,BI,CO,A,AS,X,A,M,CB,0.143745,0.827585,0.65431,0.775744,0.422268,0.202451,0.293621,0.74174,0.23569,0.25604,0.192281,0.190178,0.342239,0.740023
8570,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,B,H,C,D,D,E,C,A,P,F,A,A,A,E,F,I,F,B,G,CO,C,AW,AX,A,K,DP,0.484469,0.555782,0.54977,0.452887,0.499798,0.318245,0.377466,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.837157
8571,A,B,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,B,A,B,H,D,D,E,E,D,A,S,F,D,A,A,C,E,L,K,I,BI,CS,E,AS,AE,A,N,BY,0.154787,0.681761,0.711159,0.236924,0.858841,0.193489,0.238997,0.40028,0.2418,0.2123,0.185117,0.183224,0.40452,0.731919
8572,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,B,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,A,A,A,A,E,E,H,F,B,BI,EB,A,E,AE,F,K,DJ,0.480125,0.422197,0.484196,0.373816,0.422268,0.317735,0.338809,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.823252
8575,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,L,M,A,A,G,F,G,I,F,BI,BP,C,AV,BM,A,N,HK,0.642763,0.555782,0.692825,0.564742,0.82168,0.660844,0.45426,0.61229,0.64873,0.74396,0.705501,0.692256,0.689974,0.303289
8578,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,I,C,A,B,E,E,I,J,K,BI,DX,A,AN,BM,C,O,DJ,0.362003,0.620805,0.527991,0.534409,0.874863,0.383737,0.390775,0.58934,0.35127,0.43919,0.327915,0.32157,0.611431,0.283811
8582,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,B,B,C,B,F,C,T,F,A,A,A,O,A,A,A,J,BI,EL,G,F,Y,A,A,KB,0.000016,0.127059,0.041833,0.54456,0.745764,0.012683,0.069503,0.72299,0.9954,0,0.511698,0.576121,0.000228,0.741113
8608,A,B,A,A,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,B,A,B,H,D,D,D,E,C,A,P,F,F,C,A,E,F,H,F,B,BI,DM,A,AK,AF,A,K,DJ,0.484469,0.785784,0.792378,0.189137,0.295397,0.345883,0.370534,0.24564,0.45808,0.47779,0.445614,0.443374,0.339244,0.478922
8610,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,D,B,C,B,B,A,B,B,C,A,A,A,G,H,D,D,D,E,C,A,P,N,A,A,F,G,H,H,F,B,BI,EG,A,E,AE,A,K,HK,0.54667,0.620805,0.692825,0.327354,0.87101,0.364464,0.39101,0.26847,0.46226,0.50556,0.705501,0.692256,0.345247,0.814195
8628,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,A,A,A,A,E,E,J,L,K,BI,CL,A,E,AS,E,P,DP,0.283689,0.681761,0.506105,0.412789,0.491114,0.381237,0.406747,0.47073,0.32128,0.41743,0.345331,0.338446,0.654753,0.810806
8629,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,I,I,A,A,F,H,F,G,D,BI,EG,A,J,H,A,J,GX,0.324129,0.620805,0.944251,0.383428,0.281143,0.468055,0.809633,0.73713,0.43111,0.43919,0.797841,0.785706,0.282249,0.37564
8638,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,B,A,D,B,E,E,C,A,S,L,A,A,E,E,E,H,G,I,BI,BS,A,AS,BJ,A,M,DP,0.449838,0.358319,0.462347,0.267727,0.711452,0.419042,0.394542,0.41762,0.34365,0.29595,0.307628,0.318249,0.391741,0.723554
8646,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,A,A,C,B,B,C,A,A,B,A,A,C,D,D,E,C,A,P,L,C,A,A,E,E,H,F,B,BI,EB,A,S,AE,A,K,DJ,0.480125,0.422197,0.484196,0.373816,0.422268,0.317735,0.338809,0.26847,0.41471,0.43919,0.307628,0.301921,0.315758,0.676793
8658,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,D,E,J,G,B,BI,EG,A,V,BM,C,L,CK,0.347403,0.827585,0.61366,0.473202,0.939556,0.242437,0.300422,0.24564,0.30859,0.32935,0.223038,0.220003,0.333292,0.188812
8668,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,G,A,A,A,E,E,H,F,B,BI,CS,G,AI,BM,F,K,DJ,0.475784,0.681761,0.462347,0.534409,0.78323,0.3735,0.359439,0.36083,0.44352,0.45017,0.291268,0.295524,0.333292,0.342731
8673,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,D,A,A,D,F,G,F,B,BI,CL,A,N,BN,A,J,EC,0.471447,0.785784,0.944251,0.432728,0.965586,0.383737,0.637314,0.54829,0.39046,0.52221,0.453334,0.443374,0.282249,0.603551
8675,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,B,D,D,B,B,C,B,C,B,A,A,A,B,H,D,D,E,E,G,E,R,F,A,A,A,G,F,F,I,F,BI,EB,A,A,AE,N,N,HK,0.642763,0.422197,0.61366,0.327354,0.725503,0.688705,0.480915,0.33906,0.62542,0.73106,0.661688,0.648446,0.687115,0.432558
8679,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,B,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,A,A,P,N,G,A,A,G,E,G,E,B,AB,EG,G,AK,K,A,J,HJ,0.629339,0.15999,0.215772,0.83884,0.281143,0.408772,0.346702,0.36083,0.46853,0.52221,0.377724,0.369858,0.327393,0.480071
8686,A,B,A,A,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,D,B,C,B,B,B,A,A,A,B,H,D,B,D,E,E,A,P,F,G,B,B,D,E,J,G,B,AB,EG,A,O,BG,A,L,DC,0.408661,0.422197,0.419161,0.195483,0.465115,0.233061,0.217872,0.2828,0.32311,0.23148,0.24541,0.241676,0.324464,0.490877
8689,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,B,E,F,H,F,B,BI,EB,A,J,AX,J,K,DP,0.484469,0.620805,0.54977,0.452887,0.499798,0.332963,0.377235,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.380528
