id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
9371,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,D,B,D,A,A,G,H,D,C,C,E,A,C,T,F,A,A,A,I,D,G,J,G,BI,CS,C,AH,L,A,O,IH,0.701436,0.681761,0.120071,0.493605,0.281143,0.73219,0.36812,0.95931,0.64296,0.8351,0.434083,0.424625,0.810511,0.251602,907.98
9374,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,K,A,A,A,G,F,G,J,K,BI,W,A,E,AX,L,N,HK,0.45271,0.422197,0.54977,0.432728,0.281143,0.577059,0.570985,0.65663,0.4832,0.57716,0.625936,0.612906,0.617748,0.81651,2976.58
9379,A,B,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,A,B,A,A,D,D,D,E,C,A,P,L,J,A,A,D,E,H,F,B,AB,EG,A,AX,K,A,K,DC,0.462786,0.555782,0.440642,0.83324,0.811271,0.34935,0.328169,0.39455,0.38249,0.35434,0.257148,0.253044,0.327393,0.313163,3785.17
9380,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,I,A,A,C,G,H,G,F,D,BI,CL,A,N,AN,A,K,HK,0.503312,0.555782,0.711159,0.229617,0.281143,0.463958,0.678809,0.37194,0.44352,0.45017,0.718299,0.705111,0.321548,0.599485,1910.62
9382,A,B,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,A,A,P,G,J,A,A,F,D,G,E,B,T,AL,A,N,X,A,J,GC,0.596331,0.199504,0.150744,0.83324,0.831634,0.399144,0.338256,0.53642,0.427,0.52221,0.26014,0.255941,0.287682,0.60345,1848.45
9384,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,A,D,D,A,B,C,B,D,B,A,A,A,A,A,C,D,C,E,E,D,T,K,A,A,A,E,E,J,N,K,BI,EB,A,J,AE,E,Q,DJ,0.222528,0.488789,0.484196,0.373816,0.845727,0.403665,0.323291,0.36636,0.29095,0.43919,0.307628,0.301921,0.731059,0.377178,7398.93
9385,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,C,B,A,A,A,G,H,D,B,E,E,G,E,R,K,A,A,A,G,E,G,I,F,BI,EB,C,E,AE,J,N,HK,0.645422,0.15999,0.336963,0.327354,0.422268,0.651024,0.439379,0.33906,0.62542,0.69471,0.4922,0.481306,0.678452,0.818363,2948.91
9389,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,C,D,D,E,A,A,P,F,A,A,C,I,G,F,D,D,BI,CS,A,O,J,A,I,KW,0.720498,0.422197,0.336963,0.402922,0.281143,0.580214,0.879221,0.29758,0.56889,0.60401,0.727671,0.714544,0.30435,0.500402,2513.82
9399,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,A,A,C,B,C,B,A,A,A,A,A,C,D,E,D,G,E,R,J,A,A,A,G,D,G,I,F,BI,EB,A,X,S,J,N,HH,0.66248,0.620805,0.215772,0.730249,0.38056,0.674155,0.498179,0.5245,0.68419,0.72223,0.359572,0.352251,0.689974,0.559259,1029.56
9401,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,B,B,H,D,B,C,E,G,C,T,F,A,E,C,L,F,E,H,G,BI,EG,A,E,L,A,P,JR,0.936584,0.422197,0.26357,0.284048,0.281143,0.92921,0.710911,0.83275,0.96909,0.82889,0.797841,0.862189,0.867611,0.808517,1609.71
9402,A,B,A,A,B,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,A,B,C,B,D,B,D,A,A,A,A,C,B,C,E,A,C,T,L,O,A,B,G,E,G,J,G,BU,DW,A,J,S,A,O,HV,0.7263,0.422197,0.298977,0.796346,0.310061,0.728484,0.41475,0.3026,0.67135,0.8351,0.4922,0.500382,0.833874,0.379932,4209.07
9406,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,J,A,A,A,G,F,G,J,K,BI,BP,A,AH,BM,J,N,HK,0.464228,0.737068,0.692825,0.564742,0.84114,0.636189,0.590687,0.70342,0.45391,0.64056,0.711942,0.698722,0.666708,0.23067,3515.09
9408,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,A,B,E,F,H,F,B,BI,DM,A,AY,AF,A,K,DJ,0.484469,0.785784,0.792378,0.189137,0.295397,0.345883,0.370534,0.24564,0.45808,0.47779,0.445614,0.443374,0.339244,0.544864,952.61
9416,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,C,B,B,B,C,B,D,D,A,A,A,A,A,D,D,C,E,C,D,T,L,F,A,D,G,F,G,J,K,BI,BP,A,AV,BM,A,N,HK,0.464228,0.681761,0.692825,0.564742,0.643315,0.636189,0.587103,0.70342,0.45391,0.64056,0.711942,0.698722,0.666708,0.290576,4764.57
9419,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,H,D,B,D,E,E,A,P,F,A,A,A,D,E,K,H,B,AB,EG,C,E,BM,A,M,CK,0.325401,0.488789,0.54977,0.473202,0.758711,0.201125,0.260915,0.24564,0.30859,0.21983,0.207238,0.204687,0.351299,0.825828,3761.31
9421,A,B,A,A,B,A,B,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,D,C,D,B,A,A,A,D,D,C,D,A,C,T,G,I,A,D,K,F,F,G,G,BI,CS,A,J,L,A,O,LN,0.907272,0.785784,0.336963,0.761209,0.372405,0.833936,0.502621,0.96024,0.93383,0.8351,0.832976,0.832658,0.81255,0.394288,6699.2
9422,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,D,A,C,B,D,B,D,A,A,B,H,D,D,C,E,A,C,T,F,C,C,A,K,G,F,H,G,BI,CO,A,AH,S,A,P,MD,0.901249,0.827585,0.506105,0.83884,0.585792,0.85375,0.614438,0.83275,0.91644,0.81923,0.909611,0.935432,0.846403,0.244513,2464.03
9425,B,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,D,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,G,A,A,G,H,H,G,D,BI,W,C,J,AG,A,L,HK,0.436958,0.422197,0.745801,0.208655,0.281143,0.393798,0.625021,0.27797,0.5042,0.31003,0.742852,0.729856,0.333292,0.386793,2975.96
9430,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,I,A,A,A,F,G,G,F,D,BI,BT,C,N,A,C,J,HB,0.477231,0.488789,0.762059,0.208655,0.281143,0.435733,0.680421,0.26847,0.41471,0.47779,0.672085,0.658814,0.30435,0.614608,1133.72
9432,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,D,C,E,E,C,T,A,A,A,A,H,F,I,H,G,BI,EE,C,E,BM,E,O,IE,0.730887,0.785784,0.317666,0.309621,0.725503,0.488888,0.411878,0.67787,0.78484,0.60932,0.592525,0.698722,0.723122,0.808858,5270.67
9436,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,B,B,D,D,B,B,C,B,A,B,A,A,A,B,H,D,D,A,E,C,A,E,F,D,A,C,G,H,F,G,H,BI,EB,A,AV,AX,E,H,HK,0.223533,0.358319,0.777587,0.432728,0.281143,0.419901,0.690001,0.68308,0.34365,0.43919,0.763153,0.750403,0.195709,0.303221,2490.33
9442,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,L,A,B,A,I,F,G,H,G,BI,EB,A,C,Y,J,O,KW,0.881655,0.299102,0.201309,0.614134,0.473767,0.648616,0.424486,0.44106,0.90264,0.81591,0.550529,0.590961,0.789182,0.77413,2965.88
9444,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,D,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,F,C,A,E,G,G,G,H,K,BI,CL,A,AX,AE,F,M,HK,0.585115,0.737068,0.692825,0.327354,0.87101,0.606315,0.682135,0.43518,0.46017,0.61459,0.715131,0.701926,0.592264,0.331219,1936.69
9448,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,C,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,E,D,T,I,A,A,A,G,E,H,J,K,BI,EG,C,G,L,A,O,HJ,0.470002,0.422197,0.230975,0.652072,0.372405,0.521509,0.432583,0.93875,0.5105,0.43373,0.396226,0.387819,0.633362,0.208922,1617.8
9450,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,A,D,E,F,G,G,D,BI,CL,A,S,AT,A,K,GJ,0.326675,0.555782,0.745801,0.493605,0.422268,0.413327,0.633197,0.45289,0.39447,0.26459,0.457203,0.447145,0.274217,0.721773,1149.88
9453,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,C,A,A,A,A,A,D,D,D,E,C,A,P,N,A,A,A,G,I,G,F,D,BI,BT,K,J,AG,A,K,HK,0.444104,0.555782,0.844219,0.208655,0.281143,0.439786,0.640843,0.27797,0.5042,0.34928,0.812519,0.800726,0.318646,0.386993,3447.5
9457,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,B,B,A,B,B,B,A,A,A,G,H,D,D,E,D,E,A,S,L,C,A,A,D,E,I,J,I,BI,CS,A,AL,L,A,N,DD,0.299256,0.737068,0.54977,0.730249,0.372405,0.344288,0.356264,0.95332,0.33051,0.3148,0.291268,0.286079,0.48667,0.695319,1968.19
9459,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,C,B,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,A,I,E,F,J,K,BI,CO,E,AH,AJ,E,O,LB,0.438385,0.555782,0.174588,0.345595,0.348388,0.715742,0.598539,0.34987,0.44767,0.53881,0.588753,0.576121,0.654753,0.252592,1381.64
9460,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,B,A,A,A,F,H,F,F,D,BI,CL,I,AH,H,A,K,GX,0.503312,0.681761,0.944251,0.383428,0.281143,0.558301,0.938107,0.75525,0.53565,0.50556,0.797841,0.785706,0.336261,0.237883,3250.69
9461,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,C,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,O,A,A,B,F,G,G,F,D,BI,EG,A,E,H,A,J,GS,0.362003,0.620805,0.692825,0.284048,0.317541,0.398017,0.748813,0.42345,0.43111,0.36974,0.569745,0.55738,0.236253,0.798133,1044.26
9468,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,B,B,B,C,B,B,B,A,B,A,A,A,D,D,D,E,C,A,P,H,A,A,C,E,E,H,F,B,BI,CS,C,AR,AE,A,K,DJ,0.503312,0.555782,0.527991,0.373816,0.422268,0.336105,0.350175,0.26847,0.41471,0.44467,0.327915,0.32157,0.318646,0.423302,8994.09
9470,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,D,E,E,H,F,B,BI,BT,A,AH,X,A,J,DP,0.496063,0.785784,0.54977,0.948643,0.422268,0.379574,0.379324,0.68308,0.40455,0.47779,0.359572,0.352251,0.307181,0.252598,510.65
9471,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,C,G,E,A,N,A,A,A,D,D,D,I,H,B,BI,EG,A,E,BM,A,L,EL,0.301693,0.827585,0.634224,0.62377,0.281143,0.314937,0.438407,0.67263,0.38249,0.29595,0.228492,0.225288,0.363547,0.801565,2254.44
9472,A,B,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,B,E,E,G,E,R,L,L,A,A,G,D,F,J,F,AB,EL,A,AN,AK,A,O,HL,0.54667,0.299102,0.26357,0.229617,0.281143,0.784607,0.362627,0.2732,0.55441,0.60932,0.434083,0.424625,0.701266,0.283534,2703.89
9473,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,C,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,K,A,A,A,D,D,I,F,B,AB,BC,A,J,AS,J,K,CR,0.449838,0.15999,0.397983,0.373816,0.38056,0.271609,0.356377,0.31796,0.35897,0.32446,0.204687,0.202213,0.26115,0.386793,1535.37
9474,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,A,C,D,C,E,E,D,T,I,A,A,A,E,E,I,J,K,BI,EB,C,AH,AE,A,O,DJ,0.360665,0.488789,0.440642,0.373816,0.302678,0.419901,0.399267,0.31796,0.32496,0.36974,0.294499,0.289207,0.608259,0.237854,1640
9478,A,B,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,C,B,A,B,B,B,A,A,A,G,H,B,D,D,E,C,A,P,J,I,A,A,E,F,H,F,B,BI,EG,A,N,AE,A,K,DJ,0.54667,0.620805,0.728827,0.373816,0.718531,0.364464,0.39101,0.26847,0.46226,0.50556,0.415029,0.40609,0.345247,0.602891,2223.01
9482,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,C,A,F,F,F,I,E,BI,CL,A,AH,J,A,M,GS,0.491714,0.785784,0.855403,0.336414,0.422268,0.670528,0.819764,0.54236,0.46853,0.64056,0.695685,0.682413,0.58904,0.230986,3355.13
9484,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,A,A,A,G,H,F,F,D,BI,CL,A,K,A,E,J,HK,0.566704,0.785784,0.745801,0.229617,0.281143,0.505351,0.726179,0.33906,0.44352,0.57716,0.742852,0.729856,0.318646,0.37488,881
9485,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,B,A,A,A,H,E,G,K,K,BI,CO,C,AV,Y,A,Q,GE,0.480125,0.245921,0.215772,0.50382,0.534484,0.688705,0.53231,0.56011,0.53565,0.47225,0.480509,0.481306,0.756454,0.303138,754.92
9486,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,F,A,C,E,E,H,F,B,BI,DK,A,AH,AF,A,K,DJ,0.471447,0.681761,0.61366,0.189137,0.295397,0.381515,0.347485,0.24564,0.40455,0.47225,0.359572,0.352251,0.342239,0.23637,8332.1
9492,A,B,A,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,B,H,C,D,D,E,A,A,P,F,J,A,A,I,G,F,D,D,BI,CS,K,AH,J,A,I,KW,0.720498,0.358319,0.336963,0.402922,0.281143,0.580214,0.868904,0.29758,0.56889,0.60401,0.727671,0.714544,0.30435,0.252641,8981.33
